Language,English,German,Spanish,Russian
STR_RADAR_TASK2,"The side mission is practically done! Wait for the task to be completed!","Die Aufgabe ist fast abgeschlossen! Wartet, bis die Aufgabe erledigt ist!","¡La tarea está casi completa! Esperen a que se complete la tarea","Задача практически выполнена! Ждите завершения задания!"
//STR_RADAR_TRUCK,Truck for transporting a radio mast,Lkw für den Transport eines Funkmastes,Camión para el transporte de un mástil de radio,Грузовик для перевозки радио-мачты
STR_RADAR_TRUCK_NOT_DRIVER,You are not driver,Sie sind kein Fahrer,Usted no es conductor,Вы не водитель
STR_RADAR_TRUCK_LOADED,"The truck for transporting a radio mast, mast is loaded","Aktiver Lkw für den Transport eines Funkmastes, Mast geladen","Camión activo para transportar mástil de radio, mástil cargado","Грузовик для перевозки радио-мачты, мачта загружена"
STR_RADAR_TRUCK_NOT_LOADED,"The truck for transporting a radio mast, mast not loaded","Aktiver Lastwagen für den Transport eines Funkmastes, Mast nicht geladen","Camión activo para el transporte de un mástil de radio, mástil no cargado","Грузовик для перевозки радио-мачты, мачта не загружена"
//STR_RADAR_TRUCK_NOT_LOADED_1,"Truck to transport radio mast, mast somewhere around ""%1""","Funkmastwagen, Mast irgendwo um ""%1""","Camión con mástil de radio, mástil en algún lugar de ""%1""","Грузовик для перевозки радио-мачты, мачта где-то в районе ""%1"""
STR_RADAR_TRUCK_MAST_INSTALLED,"The mast is installed and working. It only remains to bring the truck to the PC GRU.","Der Mast ist installiert und funktioniert. Es bleibt nur noch, den Lkw an den GRU-PC zu liefern.","El mástil está instalado y funciona. Queda por entregar el camión al PC del GRU.","Мачта установлена и работает. Для завершения миссии доставьте свой грузовик к ПЭВМ ГРУ!"
STR_RADAR_TRUCK_MAST_FAILED,"The truck to transport radio mast, mission failed.","Aktiver Lkw zum Transport des Funkmastes, Mission gescheitert","Camión activo para transportar mástil de radio, misión fallida","Грузовик для перевозки радио-мачты, миссия провалена"
STR_RADAR_TRUCK_NOT_NEEDED,"Mission accomplished. The truck should be hidden in a safe place","Mission erfüllt. Der Lkw sollte an einem sicheren Ort versteckt werden","Misión cumplida. El camión debe estar escondido en un lugar seguro","Задача выполнена. Грузовик следует спрятать в надёжном месте"

STR_RADAR_TRUCK_LOCKED_NUM,3,3,3,3
STR_RADAR_TRUCK_LOCKED_0,"A truck adapted to carry a radio mast. You found it!","Ein Lastwagen, der für den Transport eines Funkmastes umgebaut wurde. Du hast es gefunden!","Un camión adaptado para llevar un mástil de radio. Lo has encontrado!","Грузовик, приспособленный для перевозки радио-мачты. Вы нашли его!"
STR_RADAR_TRUCK_LOCKED_1,"A truck adapted to carry radio mast. You're in luck!","Ein Lastwagen, der für den Transport von Funkmasten geeignet ist. Du hast Glück!","Un camión adaptado para transportar mástil de radio. Estás de suerte","Грузовик, приспособленный для перевозки радио-мачты. Вам повезло!"
STR_RADAR_TRUCK_LOCKED_2,"A truck adapted to carry a radio mast. Finally you found it!","Ein Lastwagen, der für den Transport eines Funkmastes umgebaut wurde. Endlich!","Un camión adaptado para llevar un mástil de radio. Por fin!","Грузовик, приспособленный для перевозки радио-мачты. Наконец-то!"

//STR_RADAR_TRUCK_UNLOCK,"There's only one truck left. Take care of it, it's our last chance to complete the mission!","Es gibt nur noch einen Lkw. Kümmert euch darum, es ist unsere letzte Chance, die Mission zu erfüllen!","Sólo queda un camión. Encárgate de ello, ¡es nuestra última oportunidad de completar la misión!","Осталось только один грузовик. Берегите его, он - наш последний шанс выполнить задание!"
STR_RADAR_TRUCK_KILLED,"This truck isn't going anywhere anymore. Maybe there's another one somewhere?","Dieser Lastwagen fährt nirgendwo hin. Vielleicht gibt es irgendwo noch einen?","Este camión no va a ninguna parte. ¿Tal vez haya otro en alguna parte?","Этот грузовик уже никуда не поедет. Может быть, где то есть ещё один?"
STR_RADAR_TRUCK_DEAD,The truck was destroyed.,Der Lkw wurde zerstört.,El camión fue destruido.,Грузовик был уничтожен.
STR_RADAR_TRUCK_MOVING,"To perform the operation, stop!","Um den Vorgang auszuführen, halten Sie!","Para llevar a cabo la operación, detenga!","Для выполнения операции следует остановиться!"
STR_RADAR_TRUCK_INFO,Look for the blue truck in the '%1' area,Suchen Sie den blauen Lastwagen im Bereich '%1',Busque el camión azul en la zona '%1',Ищите синий грузовик в районе '%1'
STR_RADAR_TRUCK_WAIT,We have to look for a new truck. But where?,Wir müssen uns nach einem neuen Lkw umsehen. Aber wo?,Tenemos que buscar un nuevo camión. ¿Pero dónde?,Надо искать новый грузовик. Но где?
STR_RADAR_TRUCK_FIRM_TITLE,"Trucking ""Juarej"", Port of Dolores","Lkw-Transport ""Juarej"", Hafen von Dolores","Camionaje ""Juarej"", Puerto de Dolores","Грузоперевозки ""Хуарец"", Порт-Долорес"
STR_RADAR_FAILED,"Mission failed, no help from GRU!","Mission gescheitert, keine Hilfe vom GRU!","¡Misión fallida, no hay ayuda de la GRU!","Миссия провалена, помощи от ГРУ не будет!"
STR_RADAR_FAILED0,"No relay must found - no help from GRU!","Kein Relaismast gefunden - keine Hilfe vom GRU!","No se ha encontrado ningún mástil de retransmisión, ¡no hay ayuda de la GRU!","Мачты нет, помощи от ГРУ не будет!"
STR_RADAR_FAILED1,"Not a single radio relay mast could be found on the entire island. That's sad!","Auf der ganzen Insel war kein einziger Richtfunkmast zu finden. Das ist traurig!","No se pudo encontrar ni un solo mástil de retransmisión de radio en toda la isla. Eso es triste!","На всём острове не нашлось запасной мачты. Это печально!"
STR_RADAR_SUCCESSFUL,"The GRU mast is installed and working","Der GRU Mast ist installiert und funktioniert.","El GRU mástil está instalado y funciona.","Мачта ГРУ установлена и работает."
STR_RADAR_UNDER_ATTACK,"Attention all! GRU radio relay mast is under attack!!!","Achtung an alle! GRU-Funkrelaismast wird angegriffen!!!","¡Atención a todos! ¡Mástil de retransmisión de radio del GRU bajo ataque!","Внимание всем! Радиорелейная мачта ГРУ под атакой!!!"
STR_RADAR_BOMBED,"Attention all! GRU radio relay mast destroyed!","Achtung an alle! GRU-Relaismast zerstört!","¡Atención a todos! ¡Mástil de retransmisión de radio del GRU destruido!","Внимание всем! Уничтожена радиорелейная мачта ГРУ!"
STR_RADAR_READY,"Relay mast is ready: %1, %2, %3, %4!","Relaismast ist bereit: %1, %2, %3, %4!","¡El mástil de relevo está listo: %1, %2, %3, %4!","Мачта готова: %1, %2, %3, %4. Можно включать!"
STR_RADAR_NOT_READY,"Relay mast not ready: %1, %2, %3, %4!","Relaismast nicht bereit: %1, %2, %3, %4!","¡Mástil de relé no listo: %1, %2, %3, %4!","Мачта не готова к включению: %1, %2, %3, %4!"
STR_RADAR_IN_WATER,in the water,im Wasser,en el agua,в воде
STR_RADAR_ON_LAND,on the land,auf dem Land,en la tierra,на суше
STR_RADAR_IN_BASE,is not far enough from the base,nicht weit genug von der Basis entfernt ist,no está lo suficientemente lejos de la base,недостаточно далеко от базы
STR_RADAR_OUT_BASE,is far enough from the base,ist weit genug von der Basis,está lo suficientemente lejos de la base,достаточно далеко от базы
STR_RADAR_ON_SLOPE,the surface is not horizontal (%1),Die Oberfläche ist nicht horizontal (%1),La superficie no es horizontal (%1),Поверхность не горизонтальна (%1)
STR_RADAR_ON_HORIZONTAL,the surface is horizontal (%1),Die Oberfläche ist horizontal (%1),La superficie es horizontal (%1),Поверхность горизонтальна (%1)
STR_LOAD,Load,Laden Sie,Carga,Загрузить
STR_UNLOAD,Unload,Entladen,Descarga,Выгрузить
STR_INSPECT,Inspect vehicle,Fahrzeug inspizieren,Inspeccionar el vehículo,Осмотреть технику
STR_CHECK,Check the radio repeater,Überprüfen Sie den Funk-Repeater,Compruebe el repetidor de radio,Проверить радиоретранслятор
STR_INSTALL,Turn on the radio repeater,Schalten Sie den Funk-Repeater ein,Encender el repetidor de radio,Включить радиоретранслятор

STR_CHOP_WRECK_HELI,Wreck Lift Chopper,Wrackhebebühne Chopper,Chopper de elevación de restos,Аварийный верт.
STR_CHOP_LIFT_HELI,Lift Chopper,Lift Chopper,Lift Chopper,Груз. верт.
STR_CHOP_ORDINAL,Normal Chopper,Normaler Chopper,Un helicóptero normal,Обычный верт.
STR_CHOP_TYPE,Type: %1,Typ: %1,Tipo: %1,Тип: %1
STR_CHOP_LIFTING,Lifting %1,Steigender %1,Aumentar %1,Поднято %1
STR_CHOP_DIST,Dist. to vehicle: %1,Entfernung zum Fahrzeug: %1,Dist. al vehículo: %1,Дист. до техники: %1
STR_CHOP_HIGH,It's too high,Das ist zu hoch,Demasiado alto,Слишком высоко
STR_CHOP_AGL,Dist. AGL: %1,Dist. AGL: %1,Dist. AGL: %1,Расст. до земли: %1
STR_CHOP_ATTACHED,Attached,Es gibt einen Griff,Hay un agarre,Есть захват!
STR_CHOP_WELCOME,"Welcome aboard, %1","Willkommen an Bord, %1","Bienvenido a bordo, %1","Добро пожаловать на борт, %1!"
STR_CHOP_WELCOME_1,"This is the wreck lift chopper.","Das ist der Hubschrauber des Wracks.","Este es el helicóptero de elevación de los restos.","Вертолет для транспортировки подбитой техники."
STR_CHOP_WELCOME_2,"Remember, it can only lift wrecks.","Denken Sie daran, dass es nur Wracks heben kann.","Recuerda que sólo puede levantar pecios.","Напоминаем, этот вертолёт используется только для транспортировки подбитой техники."
STR_CHOP_WELCOME_3,"It's a transport helicopter.","Es ist ein Transporthubschrauber.","Es un helicóptero de transporte.","Это транспортный вертолет."
STR_CHOP_WELCOME_4,"It can lift allmost any light vehicle except wrecks.","Er kann fast jedes leichte Fahrzeug anheben, außer Wracks.","Puede levantar casi todos los vehículos ligeros, excepto los desechos.","Используется для транспортировки грузов и легкой техники."
STR_CHOP_WELCOME_5,"This is a normal chopper.","Das ist ein normaler Hubschrauber.","Este es un helicóptero normal.","Это обычный вертолет."
STR_CHOP_WELCOME_6,"It is not able to lift anything.","Er ist nicht in der Lage, etwas zu heben.","No es capaz de levantar nada.","Не предназначен для транспортировки грузов."
